Cycle,Cost,deadline,Element: 1,Element: 2,Element: 3,Element: 4,Element: 5,Element: 6,Element: 7,Element: 8,Element: 9,
165,22991.828728,6964.252665,3992.468327,1841.286527,1022.507030,70.171925,839.460872,1246.916013,3665.666485,4465.087870,N/A,
166,17551.673574,6568.434309,3818.348822,2318.136181,1041.205977,3774.453169,4992.962430,N/A,N/A,N/A,N/A,
167,23687.476586,7222.301155,4349.094599,2495.079339,781.896609,2774.002428,2847.020853,4805.016256,N/A,N/A,N/A,
168,22710.985067,7887.368015,4004.811520,2780.635823,718.614356,505.557162,2476.414070,2956.729615,3511.496761,N/A,N/A,
169,10220.819660,4452.827990,3427.994107,374.455583,92.366874,3138.959292,3383.711745,N/A,N/A,N/A,N/A,
170,8225.476898,2926.377053,2181.730557,432.350036,309.278927,328.022829,1793.978264,2602.543994,N/A,N/A,N/A,
171,17612.942906,4720.415175,2902.367258,1523.333916,425.973294,1172.957053,3731.159512,3993.953634,N/A,N/A,N/A,
172,40496.365509,9374.912083,3701.786232,3025.262216,1774.098580,955.219004,259.802790,2110.152464,2768.371337,4155.046014,4458.057429,
173,14621.667913,5209.797018,3172.795435,2082.240890,802.103728,3196.539227,3604.319464,N/A,N/A,N/A,N/A,
174,19866.683875,7541.987536,4062.713663,2319.320130,1124.361111,1828.454200,2838.210727,4136.857468,N/A,N/A,N/A,
175,9650.109733,4573.021270,2495.993406,1588.088532,490.994021,571.332861,719.630305,3922.664587,N/A,N/A,N/A,
176,45231.370102,12030.410235,4949.904092,3227.741140,3085.799161,655.916472,1512.138508,4426.652462,4800.626750,4934.516307,N/A,
177,43812.206220,12641.715516,4387.158349,3460.733080,2263.813102,1538.586973,991.845809,1444.852991,2846.784378,4056.029944,4808.455997,
178,31873.840470,8097.776754,2915.288991,2625.571855,1980.154527,598.439646,1758.269982,2510.440454,2829.071919,3226.738968,N/A,
179,27687.528726,8811.645961,3362.716148,2719.236344,1602.423428,758.696381,471.573827,613.368741,1481.525789,2921.155213,4757.698155,
180,11961.654346,5887.417264,3044.510745,2379.600767,487.448209,356.850816,1765.621128,3957.077543,N/A,N/A,N/A,
181,60183.665127,15249.379033,4914.887996,4256.323073,3057.768734,2426.328082,1628.412526,2382.420265,4107.639838,4278.226826,4575.774631,
182,20415.660789,8333.392598,4110.921459,3303.814522,763.761826,81.691849,749.119843,1258.251036,1977.976652,4612.061283,N/A,
183,32602.343526,7780.057591,4121.339615,2920.538077,645.594432,52.884680,303.856917,1533.175171,2849.635030,3812.069021,4446.634927,
184,32684.347443,7478.775850,4647.970704,1969.467929,806.922439,276.712377,1621.536161,2548.256095,4416.828993,4861.731392,N/A,
185,30379.116535,7335.858706,3331.383767,2243.755432,1617.905787,844.531881,889.614386,1687.102126,3816.113583,4710.526477,N/A,
186,21326.278509,6453.932992,3849.282770,2693.939726,2741.191972,3058.121149,4024.652061,N/A,N/A,N/A,N/A,
187,26557.634447,7580.412080,3826.748284,2074.650066,1880.521677,233.308388,498.202533,2368.154348,2723.298020,4205.498087,N/A,
188,25373.376639,7090.760333,3965.053882,2202.843471,811.653989,300.965090,3083.761676,3534.872588,4133.543617,N/A,N/A,
189,12619.850601,4391.688569,3640.907547,388.336751,292.894646,120.984484,1199.497222,1926.346757,3780.151069,N/A,N/A,
190,35619.889343,7632.873202,4585.945522,1748.690381,1152.260627,985.750915,1325.405377,2420.896037,4764.767861,4836.031138,N/A,
191,21764.525115,8104.253914,4393.230027,2331.932364,1222.510776,166.177763,20.449838,1127.102400,4065.626032,4875.485263,N/A,
192,13044.681280,3477.437380,1924.643029,953.607196,575.781518,128.593146,328.964510,739.219400,1613.281844,3583.276664,N/A,
193,38333.312026,11552.466892,4800.783568,3290.664076,2077.154357,1362.704562,1937.463260,2653.374280,3168.098636,4754.052397,N/A,
194,28554.305566,7570.706932,3857.117061,2419.682342,1679.478383,411.296120,2496.491940,3994.762842,4494.767913,N/A,N/A,
195,22925.610499,6767.854708,3645.139199,2446.371735,1355.794736,2033.524053,2800.695036,4706.785138,N/A,N/A,N/A,
196,17541.113660,7873.833508,3901.193547,2346.278771,1839.864771,3292.162822,4717.276123,N/A,N/A,N/A,N/A,
197,16892.153520,5606.485282,3440.939405,2173.779149,122.336075,689.284556,836.285464,2450.511825,3898.509364,N/A,N/A,
198,30585.798597,7742.506601,3561.932315,2224.151052,1433.045084,704.057639,1023.101844,1790.797433,4414.763508,4727.698797,N/A,
199,74280.302243,11899.799142,4435.199111,3995.257390,2159.155601,1628.523220,3178.102625,4278.513431,4488.193362,4527.623586,4601.761344,
200,30183.042724,9764.210187,4522.260453,2910.165301,1763.516590,422.785680,185.547371,805.414433,2641.539233,2867.538667,4813.879750,
201,27544.994032,8583.673193,4138.891193,3826.523421,1372.645329,1812.915925,4644.809526,4736.039625,N/A,N/A,N/A,
202,17448.751223,4380.283173,2593.224412,1886.135127,2092.519397,2921.370790,3145.087228,N/A,N/A,N/A,N/A,
203,11437.832008,5419.306482,3190.465128,1330.573708,746.127766,157.751718,1705.627975,4730.491665,N/A,N/A,N/A,
204,14161.754377,7110.674118,4585.809787,1648.829560,946.888218,2799.551663,4949.191605,N/A,N/A,N/A,N/A,
205,49685.239191,9393.726814,3308.527482,3092.148128,2974.403619,71.723186,78.582166,3269.725495,4197.570306,4658.226458,4888.910822,
206,37345.305412,10676.476750,4758.610816,2845.110064,1964.977764,783.860555,380.010005,1826.586001,2560.014664,3681.268527,4293.600634,
207,27862.793759,9846.656339,4103.720897,3968.708456,1600.712549,2774.667432,3819.727964,4729.201984,N/A,N/A,N/A,
208,15313.604365,4878.120947,2624.246878,1821.140016,390.406566,142.669453,407.009624,479.987128,2357.009820,4300.939403,N/A,
209,26849.725758,8628.912110,4023.442644,3133.268832,913.801752,721.339723,241.852587,2079.269113,3763.324777,4667.085328,N/A,
210,35638.292970,8442.558539,3794.409495,2409.531322,2079.653666,156.849503,765.184420,1840.333935,2170.948677,3361.973768,4176.968952,
211,15581.095802,5500.665918,3102.716861,1297.991540,1127.515477,41.685599,456.920329,789.391697,2346.478400,2820.600267,N/A,
212,33316.195656,7813.056187,4387.561868,2037.411688,1082.505811,279.460411,933.103129,1425.696372,1495.679810,4237.412844,4971.341273,
213,28325.028298,6143.364726,2052.733387,2039.508736,1611.109148,285.261412,258.171438,1370.768370,1813.323783,2877.405077,4393.556903,
214,34248.963505,7545.199540,2889.860973,2434.937907,1203.666159,948.456213,503.469716,1002.654529,2393.951826,4107.309388,4705.161982,
215,16208.145247,5985.020019,2651.792006,1787.326950,1192.076439,128.606263,1088.199575,1776.572820,4833.102263,N/A,N/A,
216,26639.247095,10523.593551,4522.189313,4053.742269,3710.463437,4371.126190,4659.524103,N/A,N/A,N/A,N/A,
217,12619.260090,3835.223693,4415.092276,204.622483,737.236912,963.221574,4763.273359,N/A,N/A,N/A,N/A,
218,33216.073843,10228.725748,3815.037725,3187.392472,1796.897920,1424.025399,1150.667729,2490.522381,2675.263220,4738.044831,N/A,
219,27864.556661,7102.078444,3047.220872,2619.195697,1228.002586,551.323637,554.463090,2151.524025,3436.786715,4902.058319,N/A,
220,27410.329462,8760.476619,4157.265808,2655.134018,1421.062193,460.531010,789.468457,1578.304878,3972.342528,4694.004508,N/A,
221,29221.468181,6430.418510,4079.833001,2018.790348,365.412156,2093.956309,2400.011622,3164.405586,4466.331262,N/A,N/A,
222,30550.044914,9370.478119,3891.955008,2954.167702,2026.530893,376.229220,60.998051,1841.485108,1870.986589,2664.396673,3862.442021,
223,43950.561207,11376.886773,4479.505083,3715.218964,2902.478250,787.178030,911.748148,4214.660167,4893.584728,4975.721994,N/A,
224,13112.098075,5484.562295,3536.356728,1521.123536,446.319651,78.731273,121.944979,1051.946322,1809.751476,2964.606554,N/A,
225,12752.310345,4954.564937,4278.869001,525.559662,233.274586,3722.674536,4231.714128,N/A,N/A,N/A,N/A,
226,40177.289101,11157.392883,4170.939486,3909.213543,2390.087899,797.789058,2172.464667,2531.791263,3992.024276,4603.977372,N/A,
227,48990.657162,8785.738892,3805.044412,3009.600625,2048.818061,945.147089,2833.937845,4001.964202,4270.049984,4965.044196,N/A,
228,10381.897017,5511.035348,4270.557765,485.997809,192.565482,3024.366375,3462.035496,N/A,N/A,N/A,N/A,
229,24328.220410,9229.664275,4711.839207,4214.686248,395.118757,2181.395904,3911.140027,4772.869007,N/A,N/A,N/A,
230,31888.336471,7430.633985,4662.094637,2784.904038,87.248677,237.582755,708.411539,3192.455376,4951.503239,4979.819696,N/A,
231,17782.228967,4549.319972,3663.324593,1122.705672,1178.081476,1207.668706,1363.677524,4649.995051,N/A,N/A,N/A,
232,51372.205984,9577.350352,4021.452377,3714.001333,1204.479252,1126.409438,1258.726731,1933.550300,4364.877723,4372.570107,4535.433449,
233,45812.568297,10850.207657,4708.859761,3162.731723,2144.386560,843.794714,2368.924817,4037.233453,4690.035668,4843.078148,N/A,
234,44943.798488,9044.254040,3869.335413,3619.961452,1438.842516,205.194764,972.051043,2011.260022,4000.809275,4022.037868,4611.528538,
235,20681.040850,6390.131739,3128.044350,2365.787086,1069.065300,377.627937,1799.900226,2682.025672,3384.564404,N/A,N/A,
236,31866.119999,10288.114796,4604.553886,2905.809011,2563.220706,434.887454,3355.468480,3677.525336,4887.394839,N/A,N/A,
237,28825.617330,6632.550836,3529.106129,1970.427134,1112.845413,1075.649850,2545.787445,4182.338795,4345.032202,N/A,N/A,
238,18762.393276,6254.046157,2623.134232,2239.534441,1139.521355,246.993169,287.882951,1496.083018,2053.742621,3755.570519,N/A,
239,22305.137199,7569.201036,3764.590565,2486.900147,1197.398173,12.259185,2045.250126,3511.614773,4227.683227,N/A,N/A,
240,31834.874348,8333.801986,3547.265073,2723.464256,1967.726276,23.133459,1835.274848,2498.994092,2929.055034,4410.365427,N/A,
241,72072.808447,17004.916368,4515.626621,4239.903843,3579.068190,3340.838271,2542.379144,3334.242888,4230.479280,4303.810409,4633.806924,
242,10397.217466,3948.495676,3104.720900,1231.666242,9.188449,2249.075881,3476.159717,N/A,N/A,N/A,N/A,
243,25449.650301,7945.571717,4338.366615,2884.139822,542.439703,1182.686432,2121.991644,3014.388395,4535.759201,N/A,N/A,
244,21707.841399,5217.090573,2042.047869,1341.225135,1137.925382,472.541931,42.446671,787.648524,4617.908144,4904.591163,N/A,
245,18726.499583,5497.775764,4143.977499,1292.749655,793.949526,1324.421078,3037.784326,4331.217160,N/A,N/A,N/A,
246,16265.300946,5195.607158,2981.563135,1960.381847,728.016775,3887.150671,4600.229609,N/A,N/A,N/A,N/A,
247,29662.908178,8958.382901,4693.296847,2574.828803,1850.329964,211.295566,755.379148,2774.923233,2815.289367,4713.785745,N/A,
248,15793.654867,4045.073051,2634.869967,799.518319,650.595585,1237.845661,3174.048566,3551.489626,N/A,N/A,N/A,
249,14197.117556,6125.217709,3332.063394,1564.320865,1260.682669,765.076399,1708.347126,4335.809463,N/A,N/A,N/A,
250,17525.878446,6921.100765,4314.075839,1672.292685,886.774758,40.992519,1586.511989,2806.786895,3583.948931,N/A,N/A,
251,41215.609491,10799.153437,4195.660282,2714.802404,2444.103262,1441.241974,721.249618,1457.096855,2645.633967,3712.257578,4496.167591,
252,18725.536602,5407.509132,3200.468523,2176.666906,46.323293,60.863661,2286.147733,2810.392873,3685.690747,N/A,N/A,
253,15694.160240,4334.485564,2592.927059,1980.062941,797.914067,2977.525805,4649.790183,N/A,N/A,N/A,N/A,
254,35390.505444,11183.878946,4686.700359,3675.154313,1573.397879,1195.870042,1514.209380,2648.962452,3156.149840,4664.920688,N/A,
255,24725.869820,6976.444700,3395.005887,2703.271693,1225.704385,2055.692325,4167.726327,4373.585199,N/A,N/A,N/A,
256,21114.676314,8144.516558,3635.963550,3017.088722,1474.027614,235.690371,1547.320700,2371.977732,4838.289990,N/A,N/A,
257,29049.971798,8339.886233,4281.081248,2101.538242,2059.038083,3599.577006,3700.202765,4427.678163,N/A,N/A,N/A,
258,12612.685238,3522.233160,3867.096057,351.269548,979.060388,1288.455776,3969.199842,N/A,N/A,N/A,N/A,
259,20769.118209,5603.864786,2072.463145,1744.365255,1701.108028,60.819450,507.505067,1667.824317,2012.276488,4382.032353,N/A,
260,47072.606787,8398.247834,3641.325069,2198.403579,1925.501650,577.564568,1603.087773,2058.916403,3622.295899,3919.433985,4389.099028,
261,29754.433520,9016.096363,4720.979716,3428.036247,834.888818,1650.307900,1861.968172,3807.061478,4887.552145,N/A,N/A,
262,34285.945241,10842.256974,4527.358136,2777.570424,2528.100099,796.131249,276.292666,1245.341549,1344.005180,4518.622189,4844.788493,
263,29984.212179,7666.087423,3536.319768,2970.165837,2411.770753,2970.358442,3450.727210,3873.637221,N/A,N/A,N/A,
264,15656.927527,6599.392361,3450.931375,2033.186694,1390.306075,545.843171,2141.998032,4371.539536,N/A,N/A,N/A,
265,38542.162492,9823.347698,4639.141690,3060.594936,1988.822970,126.328593,2455.706434,2783.026007,3984.722997,4983.586086,N/A,
266,31407.443163,7797.304398,4093.092073,3342.966219,302.660726,2015.194982,2717.706765,3739.547030,3824.746590,N/A,N/A,
267,24000.999641,9904.794157,4872.776476,3116.510726,1995.045780,1454.982291,3694.743371,4980.886089,N/A,N/A,N/A,
268,14232.319958,4823.155212,3683.951579,1134.300655,629.465172,1266.607445,1502.912197,3784.317843,N/A,N/A,N/A,
269,35900.204066,8665.329869,3220.974890,2696.325078,1763.152676,905.445270,822.987991,1630.677325,2326.648109,2833.634198,3755.807802,
270,26651.750920,5957.701548,3163.524348,1599.896078,1036.376011,480.396874,3031.406605,3589.264375,4942.671870,N/A,N/A,
271,14300.856506,4334.805614,2686.583067,1216.912008,390.066773,1776.292299,1811.285499,3352.363058,N/A,N/A,N/A,
272,22810.653358,7822.423737,4012.529997,3444.688801,417.920505,176.476640,1878.159559,3607.049775,4817.492059,N/A,N/A,
273,31224.809559,9907.193821,4939.143119,3155.958339,923.027774,556.524854,250.566005,357.005602,2988.320409,4337.039701,4483.894056,
274,10030.711286,4855.096039,2916.802612,1105.086225,957.880569,1861.971571,3161.247414,N/A,N/A,N/A,N/A,
275,20399.084129,4951.207304,3850.686229,915.831097,131.369402,379.462152,2767.506162,3093.848823,3265.770064,N/A,N/A,
276,18836.003415,8133.611810,4643.222092,3437.576192,469.445779,4637.066695,4768.770023,N/A,N/A,N/A,N/A,
277,17701.592294,6852.923065,4652.696489,1839.134595,1409.523979,3795.970031,4403.037680,N/A,N/A,N/A,N/A,
278,43155.289534,10716.401437,3684.757628,3280.727208,2860.955001,974.890546,2463.150911,2906.961695,3895.437393,4693.759275,N/A,
279,42961.808761,9299.034250,4138.731629,2540.260728,2529.590709,41.458658,1555.381453,1774.841423,2759.259763,3569.120853,4994.689217,
280,20020.897682,6948.461986,4407.056348,2649.692216,787.092615,912.327344,3171.134007,4710.438646,N/A,N/A,N/A,
281,21165.618830,7022.008599,4842.727456,1334.001944,508.948899,299.713952,488.994443,1304.367346,3610.724952,4824.047519,N/A,
282,18122.071065,5910.600305,2723.506558,2709.699341,651.085148,1692.787786,1938.896904,4806.662780,N/A,N/A,N/A,
283,47014.020289,9189.668404,4422.997448,2569.786126,1429.482012,784.727222,1365.474192,2280.318468,3479.918328,3924.086358,4942.542730,
284,20679.496790,7388.191839,4334.519699,3527.334146,492.562653,4748.790207,4755.908253,N/A,N/A,N/A,N/A,
285,34414.666187,9519.657334,4381.640724,4012.576951,1165.811671,70.295025,1565.297256,2692.147327,4394.979773,4429.912171,N/A,
286,35853.767249,7801.839212,4044.374507,2746.914197,987.574943,2178.837764,3102.021253,4350.628700,4432.006517,N/A,N/A,
287,4653.187027,2295.015452,2144.461970,102.223951,92.159274,1019.074925,2284.664933,N/A,N/A,N/A,N/A,
288,20921.823378,7053.512027,3985.730425,2626.530405,309.592981,803.612229,1281.994233,2945.207547,4856.918521,N/A,N/A,
289,9665.718222,5030.670382,3989.621916,894.167798,651.459140,1241.377716,4481.298240,N/A,N/A,N/A,N/A,
290,38085.136907,7691.339938,4036.653582,2000.283721,1506.525537,1355.743668,1821.720252,2180.627466,4069.016164,4622.042236,N/A,
291,21806.196163,8529.104423,4213.006160,2430.605629,1892.209536,1755.500694,2873.595248,4564.045081,N/A,N/A,N/A,
292,29885.748246,10449.917888,3952.847671,3174.412841,2883.691251,773.284463,2279.206980,3535.898286,4380.363666,N/A,N/A,
293,29438.552329,7072.009147,4394.315065,2825.800159,37.157438,376.024328,3503.049393,4476.575237,4720.038625,N/A,N/A,
294,13648.959519,6575.869896,4733.295466,1514.834422,157.038982,59.914209,834.549527,2893.084410,3350.487106,N/A,N/A,
295,36132.530219,7566.980050,4872.469288,2319.948239,676.265986,1724.432732,3924.239347,3957.149541,4970.191560,N/A,N/A,
296,37717.324345,7703.807828,3355.413226,2717.402054,916.085572,769.597465,248.658599,2339.196776,2391.716081,4258.917797,4401.823347,
297,23234.789071,7379.875412,3668.760515,2259.037337,1345.503933,130.209347,273.708852,364.153527,1750.211945,2707.244781,4332.924897,
298,22816.947356,6094.112269,4874.824322,199.188333,70.822952,3434.720317,3805.233428,4561.485312,N/A,N/A,N/A,
299,36414.160432,9549.138795,4046.856981,3266.596753,1212.240945,1106.720487,514.564399,1434.415691,2350.064421,3653.588027,4485.237138,
300,11198.961297,4755.240049,3017.578953,974.709793,590.843531,296.823218,1813.431785,4525.231220,N/A,N/A,N/A,
301,34344.797468,7183.239597,3871.242535,1848.363470,973.894765,429.043215,335.647778,1292.124963,2970.895888,4495.085381,4572.613265,
302,37522.176045,9933.254899,3433.450563,3101.872115,2195.803864,1246.358759,1911.315277,2520.079906,3167.139066,4661.380163,N/A,
303,28706.044121,9238.209894,3528.345657,3495.859587,2114.713341,412.216660,2388.847042,3772.903446,4718.834501,N/A,N/A,
304,17249.843338,6898.179650,4478.614510,2343.197949,1138.120849,3529.653941,4509.342153,N/A,N/A,N/A,N/A,
305,6847.016234,3629.713749,2016.466487,1623.299603,123.117416,980.548666,2863.110030,N/A,N/A,N/A,N/A,
306,63401.635904,10084.919910,4125.826856,3476.042683,2058.805896,980.040093,2033.858864,3564.945160,4413.987134,4477.538759,4574.360429,
307,57862.904661,10311.967503,3944.158736,3075.393405,2816.147922,800.431662,1781.000539,2851.818706,3693.750242,4707.150318,4973.598884,
308,21562.059644,5994.844976,3122.555891,2986.217413,296.683495,1109.037527,4379.218342,4847.845675,N/A,N/A,N/A,
309,27024.822617,7838.760501,4468.176763,3101.450363,415.948048,599.212396,2606.658741,3796.162056,4841.882226,N/A,N/A,
310,18903.988009,6616.358039,4290.637135,2394.850191,1854.190731,3018.914112,4701.349538,N/A,N/A,N/A,N/A,
311,24099.320835,7564.684735,4040.275008,3614.421981,2242.692034,4472.461028,4541.863932,N/A,N/A,N/A,N/A,
312,31321.210711,9018.249964,4420.461102,3144.250493,982.306973,637.833459,1099.237260,1772.320775,4627.836529,4996.057346,N/A,
313,27921.112754,9751.579625,4513.770512,3309.158454,1486.459097,469.953479,734.595865,2517.439160,2568.428690,4546.093517,N/A,
314,53951.154053,14705.415910,4505.023963,4068.021420,2889.497051,2886.736488,60.618608,2651.871158,3993.062702,4062.246813,4490.288270,
315,36487.833736,11572.144672,4663.517218,4220.082717,1635.206488,1084.650404,1181.605178,3066.355598,3448.889973,4857.495068,N/A,
316,44628.387650,9885.703905,4090.120119,2589.368320,1843.618727,1234.246678,839.451249,1540.627192,3877.401175,3905.566014,4974.291335,
317,10277.259123,5738.915578,4324.626799,1189.983606,231.379230,277.795641,1480.321212,4816.339595,N/A,N/A,N/A,
318,28337.853144,9976.718378,3801.807102,3191.136932,2516.928265,728.407406,2457.330844,2658.120857,4977.841887,N/A,N/A,
319,26383.461107,5813.374402,2736.569518,1982.552114,697.126789,379.901131,140.924672,1217.712549,1549.520157,3768.397835,4123.347175,
320,46259.065874,13263.277872,4078.200735,3924.977750,3231.334209,1818.486288,415.702695,1884.383279,2688.949198,3993.745827,4955.853890,
321,28903.904963,8457.248228,3744.567074,3547.352483,1504.603675,357.589192,2443.643708,3854.774255,4858.683716,N/A,N/A,
322,15913.620672,4848.102228,2608.053835,2122.383437,290.785653,1761.471388,2418.107039,2742.796293,N/A,N/A,N/A,
323,43387.144451,10548.966192,4718.252506,2359.761230,1914.484470,1551.940727,578.360178,2051.931510,2935.730681,3881.211973,4877.976436,
324,23112.603392,6984.528984,3852.615257,2302.938400,762.408855,96.524886,144.024243,1988.620002,3998.470631,4396.457554,N/A,
325,15903.035757,5555.594989,2949.358955,2870.477894,601.470467,3471.619353,3492.182178,N/A,N/A,N/A,N/A,
326,24450.815415,8650.314694,3918.027043,3810.888503,554.782867,448.396444,2066.464552,3572.681322,4758.635381,N/A,N/A,
327,25311.717230,5678.520044,2680.685623,2531.462489,1274.321642,2669.076567,3405.070315,3798.341706,N/A,N/A,N/A,
328,23526.938027,7256.841933,4264.499709,2629.510316,904.335168,1467.301348,4355.510500,4892.825810,N/A,N/A,N/A,
329,10921.819131,5726.940690,3014.994526,2390.239399,843.038146,1119.440602,4085.290856,N/A,N/A,N/A,N/A,
330,44068.778958,8789.587783,4563.727844,3520.847710,896.792105,981.227839,1165.833996,4698.466835,4705.765595,4910.820660,N/A,
331,24699.836696,6404.525077,3078.851902,2833.634510,202.265964,194.315031,2386.305943,4443.490853,4832.825632,N/A,N/A,
332,23226.159033,9121.313863,4193.367182,3744.902182,2471.387062,4143.996544,4962.147077,N/A,N/A,N/A,N/A,
333,38100.756500,8837.095202,3142.315472,2784.864537,1982.942913,947.028329,21.242555,2024.203555,3095.549672,3608.768061,3741.540866,
334,26680.406907,6683.143534,3244.381961,2756.769992,656.620390,270.549341,340.781033,1057.931093,1212.562850,3822.982171,3843.931234,
335,14423.788876,5517.565440,3269.028498,2047.208357,136.709584,970.900083,2184.130649,4822.199801,N/A,N/A,N/A,
336,26180.506662,8702.915473,4222.716483,3303.865815,1378.741145,2280.242423,4228.900999,4415.813350,N/A,N/A,N/A,
337,20711.819930,6054.698412,4269.165005,1655.195833,1397.842561,1787.517105,1912.490951,4538.395787,N/A,N/A,N/A,
338,18445.695570,7479.233791,3497.102098,3380.153315,165.370549,124.913550,4744.020056,4872.020395,N/A,N/A,N/A,
339,27910.418508,8883.362962,4492.128615,2962.202557,1100.200091,285.916170,988.788872,1956.094351,3740.050091,4586.528535,N/A,
340,41435.847233,11076.348767,3378.462836,3354.260645,2762.922581,1515.582475,1978.684959,3237.112785,3340.003414,3702.908982,N/A,
341,8976.580350,5074.082453,4244.701799,363.326469,112.549123,2743.740175,2900.675284,N/A,N/A,N/A,N/A,
342,11137.313871,3182.076085,2154.777923,1290.994527,324.411609,2368.050071,3345.895280,N/A,N/A,N/A,N/A,
343,39776.714824,8888.064053,4333.345442,4292.055622,215.520059,535.610106,2372.607957,3179.381328,4466.824131,4507.630345,N/A,
344,15460.404686,5493.474185,2970.028194,1492.407862,1093.155420,196.165226,413.064070,2393.940991,4783.599012,N/A,N/A,
345,32311.405291,8472.380060,4141.091734,2433.047364,1627.942743,448.076689,1226.326610,2841.503753,3360.309182,4772.249371,N/A,
346,28122.499703,9687.334175,4704.941478,3561.307956,1295.994478,468.659149,3066.910490,3518.892553,3981.139884,N/A,N/A,
347,10627.317932,5011.006146,3606.558654,947.986090,119.021062,2285.410088,4870.469541,N/A,N/A,N/A,N/A,
348,47610.119430,13278.387299,4395.422431,3711.439923,3214.890950,1894.653864,2800.041398,2891.961513,3504.917105,4899.051674,N/A,
349,26479.619676,6013.572786,3055.995301,2156.922451,1404.545320,2673.991348,3738.351235,4807.149500,N/A,N/A,N/A,
350,19716.411233,6335.753412,3887.468349,2555.911097,98.615831,786.352863,4525.635408,4925.203268,N/A,N/A,N/A,
351,20848.790792,4837.576918,2872.507251,1559.908598,416.437152,40.762152,45.824699,2703.560886,3128.032066,3657.047215,N/A,
352,27360.685378,9163.694107,4240.949231,3264.332261,2301.979945,2402.482039,3360.188931,4277.434588,N/A,N/A,N/A,
353,18384.545346,6104.347860,4108.775951,1121.447772,666.297349,416.030606,1801.897262,2237.296113,4593.923230,N/A,N/A,
354,17299.903827,5269.557355,3112.610912,1913.387026,549.396324,1461.663148,2724.190810,3842.679278,N/A,N/A,N/A,
355,49039.345846,10236.047271,3800.239779,3127.376848,2416.555083,942.169086,1611.739425,2099.752068,3268.903095,3476.484970,4884.086385,
356,15251.115844,6133.245268,3285.969532,2593.471709,177.795011,342.152029,3223.998611,4827.600804,N/A,N/A,N/A,
357,16728.142934,4327.648806,4188.561287,356.234563,456.888126,722.388457,1045.551257,1328.558654,4318.407616,N/A,N/A,
358,49208.688014,11773.161133,4392.322703,3635.960265,1944.232981,1728.211077,1141.071899,2334.325618,2845.840301,4178.366229,4635.147335,
359,25958.270503,8805.048578,4916.243995,3633.555747,847.504395,2185.666542,3982.202962,4923.789301,N/A,N/A,N/A,
360,9308.619932,4242.882351,4010.207959,171.406801,12.036636,2362.179913,4388.780033,N/A,N/A,N/A,N/A,
361,6414.435675,3232.302971,2605.596419,335.760926,299.391651,1061.956414,3347.532594,N/A,N/A,N/A,N/A,
362,26162.359666,9267.746547,3419.849506,3413.754015,1800.052498,536.913474,56.745148,2260.693190,3374.953762,3778.792542,N/A,
363,14165.083904,4122.149864,3330.775200,1034.522900,342.070341,1290.882362,1492.996358,3931.046892,N/A,N/A,N/A,
364,43600.309199,11532.603810,4420.933858,2967.901151,2898.794583,1159.188111,207.375895,1711.609160,3536.041241,4145.571302,4660.458210,
365,41841.951228,8332.121550,4411.129561,3521.238405,252.394404,195.548045,855.636006,2093.871280,3647.299668,4482.026649,4525.095839,
366,28740.269425,6968.826319,4153.789279,2536.287712,331.956686,1138.240343,2827.457926,3942.229562,4460.651994,N/A,N/A,
367,35211.226436,7341.200171,3604.446316,2194.575741,1445.556711,34.232184,177.740008,1678.620841,3146.382090,4329.973987,4382.952291,
368,24919.043491,8283.414974,4477.863637,2873.594823,692.344701,210.176687,552.141516,2027.617247,3880.749577,3977.312244,N/A,
369,23988.117086,6155.629198,4415.817942,1194.813826,348.317664,275.060600,389.622896,895.749214,1994.393229,2399.713447,4722.625717,
370,25814.199057,7565.363062,3566.493524,2106.057094,1163.403289,731.135514,85.620807,1120.669035,1471.913457,2772.305604,4311.618008,
371,20216.242171,6225.047228,4139.529555,2021.672095,2002.836301,3852.042277,4545.822198,N/A,N/A,N/A,N/A,
372,11500.763230,4032.167317,3011.743928,1277.265095,536.782080,2008.502112,3825.622555,N/A,N/A,N/A,N/A,
373,26008.312060,5790.446204,3103.128318,1956.422722,442.375328,165.919522,97.040833,1247.766283,1464.521097,4235.986485,4424.615391,
374,23601.498439,5726.200628,2815.391279,1840.094264,1270.926857,2291.087198,3937.054309,4071.756706,N/A,N/A,N/A,
375,53599.725898,14707.115558,4786.216728,4495.192608,3673.464449,1313.560342,3361.721740,3665.491506,4301.231742,4771.098402,N/A,
376,45953.316415,8996.911220,3488.418977,3219.360178,1295.756207,802.538533,752.375914,2954.507270,3117.415390,4240.015820,4513.479092,
377,31098.795114,6728.466194,3737.053148,3057.468018,9.064321,1657.862581,2586.584976,4338.326283,4597.872807,N/A,N/A,
378,22462.868451,6343.858613,3350.761388,2446.159356,562.178442,120.547103,1142.695972,1272.404031,3132.910097,3574.838227,N/A,
379,29365.529983,8736.510959,4596.017782,2736.246701,1277.218385,209.150761,1330.751507,1935.860862,3972.944216,4206.671844,N/A,
380,19905.240260,7048.781920,2621.408466,2398.103119,2059.063578,329.294854,636.299763,2662.005229,4749.541090,N/A,N/A,
381,15017.923708,4368.395463,3188.006493,1186.365794,1883.561503,1970.348117,4222.246699,N/A,N/A,N/A,N/A,
382,38458.113408,10326.081898,4217.706564,3945.357058,2290.067554,407.727249,1334.889865,2879.879138,4440.341704,4525.907607,N/A,
